Date,Text
Tue Feb 12 22:01:29 +0000 2019,"Due to the extreme weather conditions, all school buses &amp; school vans are cancelled for Wednesday February 13,2019. All OCSB and OCDSB Schools and board office locations are closed.  OSTA will also be closed."
Wed Feb 13 11:00:11 +0000 2019,All transportation services are cancelled today Wednesday February 13 2019. SCHOOLS ARE CLOSED.
Tue Feb 26 20:08:17 +0000 2019,"We are pleased to announce that OSTA and OSSTF/ESP have reached an agreement concluding their bargaining.  On February 26, 2019 a Memorandum of Understanding was signed by both parties.  The deal has been ratified by OSSTF members, as well as by the OSTA Board of Directors."
Thu Feb 28 00:19:04 +0000 2019,ALERT: OSTA has completed its review of National routes and re-assignment of students to alternate transportation to begin Monday March 4 2019. Click https://t.co/OzjDUvCR5g for more information.
Fri Mar 01 20:04:27 +0000 2019,"NEW information regarding OC Transpo service to St Paul HS for Monday March 4, 2018 https://t.co/4WnOtWEatB"
Fri Mar 01 20:15:25 +0000 2019,"UPDATE March 1,2019 : National routes and re-assignment of students to alternate transportation to begin Monday March 4 2019 has been updated please check https://t.co/OzjDUvCR5g"
Fri Mar 01 22:29:17 +0000 2019,A HUGE THANK YOU to the drivers who are taking on extra work so that kids can get to school safely and on time on Monday.
Mon Apr 08 09:21:53 +0000 2019,"Due to icy road conditions all school buses &amp; school vans are cancelled for today Monday April 8, 2019. Schools are open, however parents/guardians are responsible for transportation of students attending open schools at the end of the day."
Tue Jun 11 17:50:50 +0000 2019,"All routes originally affected by flooding will return to normal as of Thursday June 13, 2019. Please refer to https://t.co/OHR87Ft9Ms on Wednesday June 12, if you are unsure of timing and location of the original stop."
Wed Jun 19 17:50:13 +0000 2019,"Do you want to make a difference in your community? OSTA &amp; its Operators are looking for patient, trustworthy people who enjoy kids to become school bus or van driver ! Click link for more info https://t.co/Fbf5YeXe10 https://t.co/hZhcaQdvXK"
Mon Aug 19 14:50:16 +0000 2019,"Parent Web Portal and Bus Stop Finder are now open.  For questions or requests, we encourage you to submit a Transportation Issue form. Welcome back!

Click on https://t.co/0RulyElsaX for all the links."
Mon Aug 19 18:40:40 +0000 2019,"School Bus and Pedestrian Safety Day is on Sun Aug 25. New riders learn safety rules, ride the bus, cross the street, watch for traffic.  Help your child be safe. Register today!

https://t.co/AsrzCHe6pw"
Tue Aug 20 18:02:30 +0000 2019,There is a CHANGE IN LOCATION for School Bus and Pedestrian Safety Day.  The sessions at WOODROFFE HS have been moved to ST PAUL HS at 2675 Draper Ave. We hope to see you there.
Mon Aug 26 20:29:12 +0000 2019,Public Transit Training for students in grades 7-12 new to taking the city bus and train is being offered Tuesday at St Paul HS and Wednesday at Notre Dame HS this week. Click link for more information.   https://t.co/0wqfJPzBhm
Tue Aug 27 16:55:54 +0000 2019,"Please take a few moments to give us feedback on the School Bus &amp; Pedestrian Safety Day - even if you didn't attend, we still want to hear from you!

https://t.co/zMcYgo7BcT"
Thu Sep 05 15:54:22 +0000 2019,"OSTA and our Operators are pleased to be working with @OttawaPolice, and @ottawacity, to deploy four special buses with stop-arm cameras on our routes. These cameras will help OPS enforce traffic laws and will improve safety for students at bus stops. https://t.co/jJdPLHjBj7"
Fri Oct 04 13:47:50 +0000 2019,Student transportation may be altered by potential school closures at OCSB (English Catholic) on Monday Oct 7.  Please visit OSTA's website to find out how transportation for your child may be affected: https://t.co/krZZjQEs2k
Mon Oct 07 01:38:01 +0000 2019,Transportation will be running for ALL schools tomorrow. #ocsb #ocdsb
Thu Oct 10 16:46:14 +0000 2019,"We are in the process of assigning students to empty seats. Please don't call to check on our progress - it slows us down. Instead, check the website to see if your school has been completed, and then the portal for route information: https://t.co/s1FDCx6wEb"
Tue Oct 22 12:50:13 +0000 2019,"A Crossing Guard position is great for retirees, stay at home parents and anyone looking for a flexible part time job. It's a wonderful way to connect with your neighborhood and provide a valuable service to your community. https://t.co/AC8zepqt6j https://t.co/Xis95IdlXr"
Thu Oct 31 12:36:39 +0000 2019,A vehicle fire has caused a power outage in the Moodie/strandherd/ cedarview area . Expect delays as buses in this area have been delayed starting their routes
Fri Nov 01 16:15:58 +0000 2019,Not using the bus? Help free up space for students in need of a seat by filling out a NOTIFICATION TO DECLINE TRANSPORTATION FORM https://t.co/OtnLV94xSs
Mon Nov 11 19:09:27 +0000 2019,"Winter is Coming - Are You Ready for Inclement Weather?
Student safety is always our number one priority and that’s why we base our decisions on the best and most up-to-date information. Read more about OSTA’s inclement weather policies and procedures https://t.co/FYx6l1H6z1"
Tue Nov 12 10:23:34 +0000 2019,"Due to inclement weather all school buses &amp; school vans are cancelled for today Tuesday November 12,2019. Schools are open, however parents/guardians are responsible for transportation of students attending open schools at the end of the day."
Tue Dec 03 18:27:19 +0000 2019,"IMPORTANT NOTICE: Potential transportation cancellation for Ottawa-Carleton District School Board tomorrow, December 4, 2019.  Transportation for Ottawa Catholic School Board will be provided as usual. Please visit https://t.co/DJ4mnNrdMV for more information."
Wed Dec 04 06:06:33 +0000 2019,"Transportation for OCDSB (English Public) has been cancelled today, Dec 4, 2019 and all OCDSB schools are closed due to labour action.  Transportation for Ottawa Catholic School Board (English Catholic) will be provided as usual.  For more information https://t.co/RMHuR0zqav"
Mon Dec 09 21:07:25 +0000 2019,"School Bus Driver Preparatory Course info sessions are taking place Dec 10, 11 and 12 from 9-11am. Register now: https://t.co/1vrGiWBuLi for training and skills development https://t.co/MK5ww8UMs3"
